Sample,Time,Decoder,Ann Row,Ann Class,Value,
61287,1.226 s,Timing,Times,Terse,3ms,
61430,1.229 s,Timing,Times,Terse,1ms,
61488,1.230 s,Timing,Times,Terse,1ms,
61545,1.231 s,Timing,Times,Terse,1ms,
61604,1.232 s,Timing,Times,Terse,1ms,
61660,1.233 s,Timing,Times,Terse,1ms,
61719,1.234 s,Timing,Times,Terse,3ms,
61862,1.237 s,Timing,Times,Terse,1ms,
61920,1.238 s,Timing,Times,Terse,3ms,
62064,1.241 s,Timing,Times,Terse,1ms,
62122,1.242 s,Timing,Times,Terse,1ms,
62179,1.244 s,Timing,Times,Terse,1ms,
62237,1.245 s,Timing,Times,Terse,1ms,
62294,1.246 s,Timing,Times,Terse,1ms,
62353,1.247 s,Timing,Times,Terse,1ms,
62409,1.248 s,Timing,Times,Terse,1ms,
62468,1.249 s,Timing,Times,Terse,1ms,
62525,1.250 s,Timing,Times,Terse,1ms,
62583,1.252 s,Timing,Times,Terse,1ms,
62640,1.253 s,Timing,Times,Terse,1ms,
62698,1.254 s,Timing,Times,Terse,1ms,
62755,1.255 s,Timing,Times,Terse,1ms,
62813,1.256 s,Timing,Times,Terse,3ms,
62957,1.259 s,Timing,Times,Terse,1ms,
63015,1.260 s,Timing,Times,Terse,1ms,
63072,1.261 s,Timing,Times,Terse,1ms,
63130,1.263 s,Timing,Times,Terse,3ms,
63274,1.265 s,Timing,Times,Terse,1ms,
63332,1.267 s,Timing,Times,Terse,3ms,
63475,1.270 s,Timing,Times,Terse,1ms,
63534,1.271 s,Timing,Times,Terse,1ms,
63591,1.272 s,Timing,Times,Terse,1ms,
63649,1.273 s,Timing,Times,Terse,57ms,
66513,1.330 s,Timing,Times,Terse,3ms,
66642,1.333 s,Timing,Times,Terse,3ms,
66771,1.335 s,Timing,Times,Terse,1ms,
66829,1.337 s,Timing,Times,Terse,3ms,
66972,1.339 s,Timing,Times,Terse,1ms,
67031,1.341 s,Timing,Times,Terse,1ms,
67088,1.342 s,Timing,Times,Terse,1ms,
67146,1.343 s,Timing,Times,Terse,1ms,
67203,1.344 s,Timing,Times,Terse,1ms,
67261,1.345 s,Timing,Times,Terse,3ms,
67405,1.348 s,Timing,Times,Terse,1ms,
67463,1.349 s,Timing,Times,Terse,3ms,
67606,1.352 s,Timing,Times,Terse,1ms,
67665,1.353 s,Timing,Times,Terse,1ms,
67722,1.354 s,Timing,Times,Terse,1ms,
67780,1.356 s,Timing,Times,Terse,1ms,
67837,1.357 s,Timing,Times,Terse,1ms,
67895,1.358 s,Timing,Times,Terse,1ms,
67952,1.359 s,Timing,Times,Terse,1ms,
68010,1.360 s,Timing,Times,Terse,1ms,
68067,1.361 s,Timing,Times,Terse,1ms,
68125,1.363 s,Timing,Times,Terse,1ms,
68183,1.364 s,Timing,Times,Terse,1ms,
68241,1.365 s,Timing,Times,Terse,1ms,
68298,1.366 s,Timing,Times,Terse,1ms,
68356,1.367 s,Timing,Times,Terse,3ms,
68499,1.370 s,Timing,Times,Terse,1ms,
68558,1.371 s,Timing,Times,Terse,1ms,
68615,1.372 s,Timing,Times,Terse,1ms,
68673,1.373 s,Timing,Times,Terse,3ms,
68816,1.376 s,Timing,Times,Terse,1ms,
68874,1.377 s,Timing,Times,Terse,3ms,
69018,1.380 s,Timing,Times,Terse,1ms,
69076,1.382 s,Timing,Times,Terse,1ms,
69133,1.383 s,Timing,Times,Terse,1ms,
69191,1.384 s,Timing,Times,Terse,57ms,
72056,1.441 s,Timing,Times,Terse,3ms,
72184,1.444 s,Timing,Times,Terse,3ms,
72314,1.446 s,Timing,Times,Terse,1ms,
72372,1.447 s,Timing,Times,Terse,3ms,
72515,1.450 s,Timing,Times,Terse,1ms,
72573,1.451 s,Timing,Times,Terse,1ms,
72630,1.453 s,Timing,Times,Terse,1ms,
72689,1.454 s,Timing,Times,Terse,1ms,
72746,1.455 s,Timing,Times,Terse,1ms,
72804,1.456 s,Timing,Times,Terse,3ms,
72947,1.459 s,Timing,Times,Terse,1ms,
73005,1.460 s,Timing,Times,Terse,3ms,
73149,1.463 s,Timing,Times,Terse,1ms,
73207,1.464 s,Timing,Times,Terse,1ms,
73264,1.465 s,Timing,Times,Terse,1ms,
73322,1.466 s,Timing,Times,Terse,1ms,
73379,1.468 s,Timing,Times,Terse,1ms,
73438,1.469 s,Timing,Times,Terse,1ms,
73495,1.470 s,Timing,Times,Terse,1ms,
73553,1.471 s,Timing,Times,Terse,1ms,
73610,1.472 s,Timing,Times,Terse,1ms,
73668,1.473 s,Timing,Times,Terse,1ms,
73725,1.474 s,Timing,Times,Terse,1ms,
73782,1.476 s,Timing,Times,Terse,1ms,
73840,1.477 s,Timing,Times,Terse,1ms,
73897,1.478 s,Timing,Times,Terse,3ms,
74042,1.481 s,Timing,Times,Terse,1ms,
74099,1.482 s,Timing,Times,Terse,1ms,
74157,1.483 s,Timing,Times,Terse,1ms,
74214,1.484 s,Timing,Times,Terse,3ms,
74359,1.487 s,Timing,Times,Terse,1ms,
74416,1.488 s,Timing,Times,Terse,3ms,
74561,1.491 s,Timing,Times,Terse,1ms,
74618,1.492 s,Timing,Times,Terse,1ms,
74676,1.494 s,Timing,Times,Terse,1ms,
74733,1.495 s,Timing,Times,Terse,57ms,
77598,1.552 s,Timing,Times,Terse,3ms,
77727,1.555 s,Timing,Times,Terse,3ms,
77856,1.557 s,Timing,Times,Terse,1ms,
77913,1.558 s,Timing,Times,Terse,3ms,
78058,1.561 s,Timing,Times,Terse,1ms,
78115,1.562 s,Timing,Times,Terse,1ms,
78173,1.563 s,Timing,Times,Terse,1ms,
78230,1.565 s,Timing,Times,Terse,1ms,
78288,1.566 s,Timing,Times,Terse,1ms,
78345,1.567 s,Timing,Times,Terse,3ms,
78490,1.570 s,Timing,Times,Terse,1ms,
78547,1.571 s,Timing,Times,Terse,3ms,
78692,1.574 s,Timing,Times,Terse,1ms,
78749,1.575 s,Timing,Times,Terse,1ms,
78807,1.576 s,Timing,Times,Terse,1ms,
78864,1.577 s,Timing,Times,Terse,1ms,
78922,1.578 s,Timing,Times,Terse,1ms,
78979,1.580 s,Timing,Times,Terse,1ms,
79038,1.581 s,Timing,Times,Terse,1ms,
79094,1.582 s,Timing,Times,Terse,1ms,
79153,1.583 s,Timing,Times,Terse,1ms,
79209,1.584 s,Timing,Times,Terse,1ms,
79268,1.585 s,Timing,Times,Terse,1ms,
79325,1.587 s,Timing,Times,Terse,1ms,
79383,1.588 s,Timing,Times,Terse,1ms,
79440,1.589 s,Timing,Times,Terse,3ms,
79586,1.592 s,Timing,Times,Terse,1ms,
79642,1.593 s,Timing,Times,Terse,1ms,
79700,1.594 s,Timing,Times,Terse,1ms,
79757,1.595 s,Timing,Times,Terse,3ms,
79903,1.598 s,Timing,Times,Terse,1ms,
79958,1.599 s,Timing,Times,Terse,3ms,
80105,1.602 s,Timing,Times,Terse,1ms,
80160,1.603 s,Timing,Times,Terse,1ms,
80220,1.604 s,Timing,Times,Terse,1ms,
80275,1.605 s,Timing,Times,Terse,57ms,
83141,1.663 s,Timing,Times,Terse,3ms,
